Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,Ram_capacity,Ram_model,Touchscreen,Screen_resolution,Brand_RAM,Model,Clockspeed,Memory1,Memory2,Capacity1,Storage_Type_1,Capacity2,Storage_Type_2
HP,Ultrabook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,System Windows 11 Pro,3.78,957.8,16,,0,1920x1080,Intel,Core i7 7700HQ,2.8,256GB SSD, 1TB HDD,256,SSD,1000,HDD
Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,System Windows 11 Pro,2.65,958.4,16,,0,1920x1080,Intel,Core i7 7700HQ,2.8,256GB SSD, 1TB HDD,256,SSD,1000,HDD
Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,System Windows 11 Pro,3.2,958.4,16,,0,1920x1080,Intel,Core i7 7700HQ,2.8,256GB SSD, 1TB HDD,256,SSD,1000,HDD
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX1050 Ti,System Windows 11 Pro,3,961.6,16,,0,1920x1080,Intel,Core i7 7700HQ,2.8,256GB SSD, 1TB HDD,256,SSD,1000,HDD
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10 S,2.9,977.6,16,,0,1920x1080,Intel,Core i7 7700HQ,2.8,256GB SSD, 1TB HDD,256,SSD,1000,HDD
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10 S,3,1017.2,16,,0,1920x1080,Intel,Core i7 7700HQ,2.8,128GB SSD, 1TB HDD,128,SSD,1000,HDD
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10 S,2.7,1021.7,16,,0,1920x1080,Intel,Core i7 7700HQ,2.8,128GB SSD, 1TB HDD,128,SSD,1000,HDD
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10 S,2.7,1022.3,16,,0,1920x1080,Intel,Core i7 7700HQ,2.8,128GB SSD, 1TB HDD,128,SSD,1000,HDD
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10 S,2.7,1022.3,8,,0,1920x1080,Intel,Core i7 7700HQ,2.8,128GB SSD, 1TB HDD,128,SSD,1000,HDD
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10 S,2.5,1023.0,16,,0,1920x1080,Intel,Core i7 7700HQ,2.8,128GB SSD, 1TB HDD,128,SSD,1000,HDD
Asus,Ultrabook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10 S,2.3,1058.1,8,,0,1920x1080,Intel,Core i7 7700HQ,2.8,128GB SSD, 1TB HDD,128,SSD,1000,HDD
Dell,Ultrabook,17.3,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10 S,2.62,1073.5,16,,0,3840x2160,Intel,Core i7 7700HQ,2.8,128GB SSD, 1TB HDD,128,SSD,1000,HDD
Samsung,Ultrabook,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD,Nvidia GeForce GTX 1050,Windows 10 S,2.5,1086.3,16,,0,1920x1080,Intel,Core i7 7700HQ,2.8,256GB SSD,,256,SSD,,
Lenovo,Ultrabook,17.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050M,Windows 10 S,2,1086.3,8,,1,1920x1080,Intel,Core i7 7700HQ,2.8,256GB SSD,,256,SSD,,
HP,Ultrabook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12GB,256GB SSD,Nvidia GeForce GTX 1060,Windows 10 S,3.78,1086.3,12,,0,1920x1080,Intel,Core i7 7700HQ,2.8,256GB SSD,,256,SSD,,
HP,Ultrabook,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia Quadro M1200,Windows 10 S,2.6,1111.4,8,,0,1920x1080,Intel,Core i7 7700HQ,2.8,256GB SSD,,256,SSD,,
Asus,Ultrabook,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10 S,2.2,1118.2,16,,0,1920x1080,Intel,Core i7 7700HQ,2.8,128GB SSD, 1TB HDD,128,SSD,1000,HDD
Asus,Ultrabook,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10 S,2.99,1118.2,16,,0,1920x1080,Intel,Core i7 7700HQ,2.8,128GB SSD, 1TB HDD,128,SSD,1000,HDD
Lenovo,Ultrabook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10 S,3.2,1118.2,16,,0,1920x1080,Intel,Core i7 7700HQ,2.8,128GB SSD, 1TB HDD,128,SSD,1000,HDD
HP,Ultrabook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12GB,128GB SSD +  1TB HDD,AMD Radeon RX 580,Windows 10 S,3.74,1118.2,12,,0,1920x1080,Intel,Core i7 7700HQ,2.8,128GB SSD, 1TB HDD,128,SSD,1000,HDD
Dell,Ultrabook,17.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia Quadro M620,Windows 10 S,2.06,1127.2,8,,1,1920x1080,Intel,Core i7 7700HQ,2.8,128GB SSD, 1TB HDD,128,SSD,1000,HDD
Dell,Ultrabook,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD +  1TB HDD,Nvidia Quadro M620,Windows 10 S,2.23,1136.8,8,,0,1920x1080,Intel,Core i7 7700HQ,2.8,256GB SSD, 1TB HDD,256,SSD,1000,HDD
MSI,Ultrabook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10 S,2.4,1150.2,16,,0,1920x1080,Intel,Core i7 7700HQ,2.8,256GB SSD, 1TB HDD,256,SSD,1000,HDD
Asus,Ultrabook,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10 S,2.5,1150.2,16,,0,1920x1080,Intel,Core i7 7700HQ,2.8,256GB SSD, 1TB HDD,256,SSD,1000,HDD
HP,Ultrabook,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10 S,2.62,1150.2,12,,0,1920x1080,Intel,Core i7 7700HQ,2.8,256GB SSD, 1TB HDD,256,SSD,1000,HDD
Asus,Ultrabook,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows 10 S,4.3,1150.2,16,,0,1920x1080,Intel,Core i7 7700HQ,2.8,256GB SSD, 1TB HDD,256,SSD,1000,HDD
Dell,Ultrabook,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050,System Windows 11,2,1163.6,8,,0,1920x1080,Intel,Core i7 7700HQ,2.8,256GB SSD,,256,SSD,,
Dell,Ultrabook,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050,System Windows 11,2,1169.4,8,,0,1920x1080,Intel,Core i7 7700HQ,2.8,256GB SSD,,256,SSD,,
Dell,Ultrabook,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Nvidia GeForce GTX 1060,System Windows 11,2.65,1179.6,16,,0,3840x2160,Intel,Core i7 7700HQ,2.8,512GB SSD,,512,SSD,,
MSI,Ultrabook,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Nvidia GeForce GTX 1060,System Windows 11,2.8,1208.4,16,,0,1920x1080,Intel,Core i7 7700HQ,2.8,512GB SSD,,512,SSD,,
MSI,Ultrabook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Nvidia GeForce GTX 1060,System Windows 11,1.6,1209.0,16,,0,1920x1080,Intel,Core i7 7700HQ,2.8,512GB SSD,,512,SSD,,
Dell,Ultrabook,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Nvidia GeForce GTX 1050,System Windows 11,2.06,1214.1,16,,0,1920x1080,Intel,Core i7 7700HQ,2.8,512GB SSD,,512,SSD,,
Asus,Ultrabook,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Nvidia GeForce GTX 1060,System Windows 11,2.1,1214.1,16,,0,1920x1080,Intel,Core i7 7700HQ,2.8,512GB SSD,,512,SSD,,
Lenovo,Ultrabook,17.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Nvidia GeForce GTX 1050,System Windows 11,2,1214.1,16,,1,3840x2160,Intel,Core i7 7700HQ,2.8,512GB SSD,,512,SSD,,
Lenovo,Ultrabook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,512GB SSD,Nvidia GeForce GT 940MX,System Windows 11,1.96,1216.7,8,,0,1920x1080,Intel,Core i7 7700HQ,2.8,512GB SSD,,512,SSD,,
HP,Ultrabook,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,512GB SSD,Nvidia Quadro M1200,System Windows 11,3.14,1219.9,8,,0,1920x1080,Intel,Core i7 7700HQ,2.8,512GB SSD,,512,SSD,,
Lenovo,Ultrabook,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,512GB SSD,Nvidia Quadro M1200,System Windows 11,2.67,1230.8,8,,0,1920x1080,Intel,Core i7 7700HQ,2.8,512GB SSD,,512,SSD,,
Lenovo,Ultrabook,17.3,IPS Panel Full HD 2560x1440,Intel Core i7 7700HQ 2.8GHz,8GB,512GB SSD,Nvidia GeForce GT 940MX,System Windows 11,1.7,1242.3,8,,0,2560x1440,Intel,Core i7 7700HQ,2.8,512GB SSD,,512,SSD,,
Asus,Ultrabook,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Nvidia GeForce GTX 1060,System Windows 11,2.9,1246.1,16,,0,1920x1080,Intel,Core i7 7700HQ,2.8,512GB SSD,,512,SSD,,
Asus,Ultrabook,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Nvidia GeForce GTX 1050 Ti,System Windows 11,1.8,1267.9,16,,0,1920x1080,Intel,Core i7 7700HQ,2.8,512GB SSD,,512,SSD,,
HP,Ultrabook,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Nvidia GeForce GTX 1070,System Windows 11,3.35,1278.1,16,,0,1920x1080,Intel,Core i7 7700HQ,2.8,512GB SSD,,512,SSD,,
Dell,Ultrabook,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,System Windows 11,2.06,1296.3,16,,1,3840x2160,Intel,Core i7 7700HQ,2.8,512GB SSD, 1TB HDD,512,SSD,1000,HDD
MSI,Ultrabook,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,System Windows 11,2.9,1297.3,16,,0,1920x1080,Intel,Core i7 7700HQ,2.8,512GB SSD, 1TB HDD,512,SSD,1000,HDD
MSI,Ultrabook,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,System Windows 11,2.43,1310.0,8,,0,1920x1080,Intel,Core i7 7700HQ,2.8,512GB SSD, 1TB HDD,512,SSD,1000,HDD
Asus,Ultrabook,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,System Windows 11,2.73,1310.6,8,,0,1920x1080,Intel,Core i7 7700HQ,2.8,512GB SSD, 1TB HDD,512,SSD,1000,HDD
HP,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,512GB SSD +  1TB HDD,Nvidia Quadro M2200,System Windows 11,3.14,1320.2,8,,0,1920x1080,Intel,Core i7 7700HQ,2.8,512GB SSD, 1TB HDD,512,SSD,1000,HDD
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,System Windows 11,1.8,1339.1,16,,0,1920x1080,Intel,Core i7 7700HQ,2.8,512GB SSD, 1TB HDD,512,SSD,1000,HDD
MSI,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,System Windows 11,2.8,1342.0,16,,0,1920x1080,Intel,Core i7 7700HQ,2.8,512GB SSD, 1TB HDD,512,SSD,1000,HDD
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,System Windows 11,2.9,1356.7,16,,0,1920x1080,Intel,Core i7 7700HQ,2.8,512GB SSD, 1TB HDD,512,SSD,1000,HDD
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,System Windows 11 Pro,1.8,1433.1,16,,0,1920x1080,Intel,Core i7 7700HQ,2.8,512GB SSD, 1TB HDD,512,SSD,1000,HDD
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,1TB SSD,Nvidia GeForce GTX 1070,System Windows 11 Pro,2.8,1437.9,16,,0,1920x1080,Intel,Core i7 7700HQ,2.8,1TB SSD,,1000,SSD,,
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,1TB SSD,Nvidia GeForce GTX 1070,System Windows 11 Pro,2.94,1450.0,16,,0,1920x1080,Intel,Core i7 7700HQ,2.8,1TB SSD,,1000,SSD,,
MSI,Gaming,17.3,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,1TB SSD,Nvidia GeForce GTX 1060,System Windows 11 Pro,1.8,1469.9,16,,0,3840x2160,Intel,Core i7 7700HQ,2.8,1TB SSD,,1000,SSD,,
Acer,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,1TB SSD,Nvidia GeForce GTX 1060,System Windows 11 Pro,4.2,1469.9,16,,0,1920x1080,Intel,Core i7 7700HQ,2.8,1TB SSD,,1000,SSD,,
Dell,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,1TB SSD,Nvidia GeForce GTX 1050,System Windows 11 Pro,2.06,1532.5,16,,1,3840x2160,Intel,Core i7 7700HQ,2.8,1TB SSD,,1000,SSD,,
Dell,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,1TB SSD,Nvidia GeForce GTX 1050,System Windows 11 Pro,2.06,1533.8,16,,1,3840x2160,Intel,Core i7 7700HQ,2.8,1TB SSD,,1000,SSD,,
Dell,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,1TB SSD,Nvidia Quadro M1200,System Windows 11 Pro,1.78,1539.6,16,,0,1920x1080,Intel,Core i7 7700HQ,2.8,1TB SSD,,1000,SSD,,
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,1TB SSD,Nvidia GeForce GTX 1070,System Windows 11 Pro,2.9,1544.1,16,,0,1920x1080,Intel,Core i7 7700HQ,2.8,1TB SSD,,1000,SSD,,
HP,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,1TB SSD,Nvidia Quadro M2200,System Windows 11 Pro,2.6,1546.6,16,,0,1920x1080,Intel,Core i7 7700HQ,2.8,1TB SSD,,1000,SSD,,
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,1TB SSD,Nvidia GeForce GTX 1070,System Windows 11 Pro,2.9,1546.6,16,,0,1920x1080,Intel,Core i7 7700HQ,2.8,1TB SSD,,1000,SSD,,
Asus,Gaming,18.4,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,1TB SSD +  512GB HDD,Nvidia GeForce GTX 1070,System Windows 11 Pro,2.2,1565.8,16,,0,1920x1080,Intel,Core i7 7700HQ,2.8,1TB SSD, 512GB HDD,1000,SSD,512,HDD
MSI,Gaming,18.4,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,1TB SSD +  512GB HDD,Nvidia GeForce GTX 1070,System Windows 11 Pro,2.43,1565.8,16,,0,1920x1080,Intel,Core i7 7700HQ,2.8,1TB SSD, 512GB HDD,1000,SSD,512,HDD
Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,1TB SSD +  512GB HDD,Nvidia GeForce GTX 1060,System Windows 11 Pro,4.42,1570.5,16,,0,1920x1080,Intel,Core i7 7700HQ,2.8,1TB SSD, 512GB HDD,1000,SSD,512,HDD
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32GB,1TB SSD +  512GB HDD,Nvidia GeForce GTX 1070,System Windows 11 Pro,3.78,1597.8,32,,0,1920x1080,Intel,Core i7 7700HQ,2.8,1TB SSD, 512GB HDD,1000,SSD,512,HDD
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32GB,1TB SSD +  512GB HDD,Nvidia GeForce GTX 1070,System Windows 11 Pro,4.14,1597.8,32,,0,1920x1080,Intel,Core i7 7700HQ,2.8,1TB SSD, 512GB HDD,1000,SSD,512,HDD
Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32GB,1TB SSD +  512GB HDD,Nvidia GeForce GTX 1060,System Windows 11 Pro,4.36,1601.6,32,,0,1920x1080,Intel,Core i7 7700HQ,2.8,1TB SSD, 512GB HDD,1000,SSD,512,HDD
Razer,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32GB,1TB SSD +  512GB HDD,Nvidia GeForce GTX 1060,System Windows 11 Pro,1.95,1661.7,32,,0,1920x1080,Intel,Core i7 7700HQ,2.8,1TB SSD, 512GB HDD,1000,SSD,512,HDD
Acer,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32GB,1TB SSD +  512GB HDD,Nvidia GeForce GTX 1070,System Windows 11 Pro,4.2,1661.7,32,,0,1920x1080,Intel,Core i7 7700HQ,2.8,1TB SSD, 512GB HDD,1000,SSD,512,HDD
Dell,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,32GB,1TB SSD +  512GB HDD,Nvidia GeForce GTX 1050,System Windows 11 Pro,2.06,1687.3,32,,1,3840x2160,Intel,Core i7 7700HQ,2.8,1TB SSD, 512GB HDD,1000,SSD,512,HDD
Dell,Gaming,18.4,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32GB,1TB SSD +  512GB HDD,Nvidia GeForce GTX 1070,System Windows 11 Pro,4.42,1725.6,32,,0,1920x1080,Intel,Core i7 7700HQ,2.8,1TB SSD, 512GB HDD,1000,SSD,512,HDD
Dell,Gaming,18.4,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,32GB,1TB SSD +  512GB HDD,Nvidia Quadro M1200,System Windows 11 Pro,1.78,1733.9,32,,1,3840x2160,Intel,Core i7 7700HQ,2.8,1TB SSD, 512GB HDD,1000,SSD,512,HDD
Dell,Gaming,18.4,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32GB,1TB SSD +  512GB HDD,Nvidia GeForce GTX 1070,System Windows 11 Pro,3.21,1774.0,32,,0,1920x1080,Intel,Core i7 7700HQ,2.8,1TB SSD, 512GB HDD,1000,SSD,512,HDD
Dell,Gaming,18.4,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,32GB,1TB SSD +  512GB HDD,Nvidia GeForce GTX 1070,System Windows 11 Pro,4.42,1834.3,32,,0,3840x2160,Intel,Core i7 7700HQ,2.8,1TB SSD, 512GB HDD,1000,SSD,512,HDD
Razer,Gaming,18.4,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32GB,1TB SSD +  512GB HDD,Nvidia GeForce GTX 1060,System Windows 11 Pro,1.95,1853.5,32,,0,1920x1080,Intel,Core i7 7700HQ,2.8,1TB SSD, 512GB HDD,1000,SSD,512,HDD
Asus,Gaming,18.4,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32GB,1TB SSD +  512GB HDD,Nvidia GeForce GTX1080,System Windows 11 Pro,2.24,1897.6,32,,0,1920x1080,Intel,Core i7 7700HQ,2.8,1TB SSD, 512GB HDD,1000,SSD,512,HDD
Lenovo,Gaming,18.4,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32GB,1TB SSD +  512GB HDD,Nvidia Quadro M620M,System Windows 11 Pro,3.4,1917.4,32,,0,1920x1080,Intel,Core i7 7700HQ,2.8,1TB SSD, 512GB HDD,1000,SSD,512,HDD
Dell,Gaming,18.4,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32GB,1TB SSD +  512GB HDD,Nvidia GeForce GTX 1070,System Windows 11 Pro,4.42,1926.2,32,,0,1920x1080,Intel,Core i7 7700HQ,2.8,1TB SSD, 512GB HDD,1000,SSD,512,HDD
Dell,Gaming,18.4,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32GB,1TB SSD +  512GB HDD,Nvidia GeForce GTX 1070,System Windows 11 Pro,4.42,1964.7,32,,0,1920x1080,Intel,Core i7 7700HQ,2.8,1TB SSD, 512GB HDD,1000,SSD,512,HDD
Dell,Gaming,18.4,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,32GB,1TB SSD +  1TB HDD,Nvidia GeForce GTX 1070,System Windows 11 Pro,4.42,2012.3,32,,0,3840x2160,Intel,Core i7 7700HQ,2.8,1TB SSD, 1TB HDD,1000,SSD,1000,HDD
Dell,Gaming,18.4,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32GB,1TB SSD +  1TB HDD,Nvidia GeForce GTX 1070,System Windows 11 Pro,4.42,2013.3,32,,0,1920x1080,Intel,Core i7 7700HQ,2.8,1TB SSD, 1TB HDD,1000,SSD,1000,HDD
Dell,Gaming,18.4,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,1TB SSD +  1TB HDD,Nvidia GeForce GTX 1070,System Windows 11 Pro,4.36,2016.5,16,,0,3840x2160,Intel,Core i7 7700HQ,2.8,1TB SSD, 1TB HDD,1000,SSD,1000,HDD
Razer,Gaming,18.4,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,1TB SSD +  1TB HDD,Nvidia GeForce GTX 1060,System Windows 11 Pro,1.95,2237.1,16,,0,1920x1080,Intel,Core i7 7700HQ,2.8,1TB SSD, 1TB HDD,1000,SSD,1000,HDD
Dell,Gaming,18.4,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,64GB,1TB SSD +  1TB HDD,Nvidia GeForce GTX 1070M,System Windows 11 Pro,4.42,2294.5,64,,0,1920x1080,Intel,Core i7 7700HQ,2.8,1TB SSD, 1TB HDD,1000,SSD,1000,HDD
Dell,Gaming,18.4,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,64GB,1TB SSD +  1TB HDD,Nvidia GeForce GTX 1070,System Windows 11 Pro,4.36,2339.7,64,,0,3840x2160,Intel,Core i7 7700HQ,2.8,1TB SSD, 1TB HDD,1000,SSD,1000,HDD
MSI,Gaming,18.4,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,32GB,1TB SSD +  512GB HDD,Nvidia GeForce GTX 1070,System Windows 11 Pro,4.14,1744.8,32,,0,1920x1080,Intel,Core i7 7820HK,2.9,1TB SSD, 512GB HDD,1000,SSD,512,HDD
Dell,Gaming,18.4,IPS Panel 2560x1440,Intel Core i7 7820HK 2.9GHz,32GB,1TB SSD +  512GB HDD,Nvidia GeForce GTX 1070,System Windows 11 Pro,4.42,1789.6,32,,0,2560x1440,Intel,Core i7 7820HK,2.9,1TB SSD, 512GB HDD,1000,SSD,512,HDD
Dell,Gaming,18.4,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,32GB,1TB SSD +  512GB HDD,Nvidia GeForce GTX 1070,System Windows 11 Pro,3.49,1799.0,32,,0,1920x1080,Intel,Core i7 7820HK,2.9,1TB SSD, 512GB HDD,1000,SSD,512,HDD
Asus,Gaming,18.4,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,32GB,1TB SSD +  512GB HDD,Nvidia GeForce GTX 1080,System Windows 11 Pro,3.6,1917.4,32,,0,1920x1080,Intel,Core i7 7820HK,2.9,1TB SSD, 512GB HDD,1000,SSD,512,HDD
Asus,Gaming,18.4,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,64GB,1TB SSD +  1TB HDD,Nvidia GeForce GTX 1080,System Windows 11 Pro,4.7,2487.1,64,,0,1920x1080,Intel,Core i7 7820HK,2.9,1TB SSD, 1TB HDD,1000,SSD,1000,HDD
Razer,Gaming,18.4,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7820HK 2.9GHz,64GB,1TB SSD +  1TB HDD,Nvidia GeForce GTX 1080,System Windows 11 Pro,3.49,3515.8,64,,1,3840x2160,Intel,Core i7 7820HK,2.9,1TB SSD, 1TB HDD,1000,SSD,1000,HDD
