Company,TypeName,Inches,OpSys,Weight,Price,Ram_capacity,Ram_model,Touchscreen,Screen_resolution,Brand_RAM,Model,Clockspeed,Memory1,Memory2,Capacity1,Storage_Type_1,Capacity2,Storage_Type_2,ScreenResolution_encoded,Cpu_encoded,Gpu_encoded,Memory_encoded
Dell,Notebook,13.3,Windows 10,1.68,568.4,8.0,0,1,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,34,72,53,7
HP,Notebook,15.6,Windows 10,2.04,568.4,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,35,72,69,7
Dell,Notebook,15.6,Windows 10,2.36,568.4,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,35,72,30,7
Asus,Notebook,17.3,Windows 10,2.69,569.7,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,35,72,86,7
Dell,Notebook,13.3,Windows 10,1.29,574.8,8.0,0,1,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,40,72,53,7
Acer,Notebook,17.3,System Windows 10 Home,1.56,576.7,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,42,72,53,7
HP,Notebook,17.3,System Windows 10 Home,2.63,581.8,8.0,0,0,1600x900,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,29,72,69,7
Lenovo,Notebook,17.3,System Windows 10 Home,2.3,582.5,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,42,72,53,7
Dell,Notebook,17.3,System Windows 10 Home,2.18,583.4,4.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,35,72,72,7
Acer,Notebook,17.3,System Windows 10 Home,1.8,587.6,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,42,72,39,7
Asus,Notebook,17.3,System Windows 10 Home,1.27,593.3,8.0,0,1,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,40,72,53,7
Lenovo,Notebook,17.3,System Windows 10 Home,1.9,599.7,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,42,72,53,7
Toshiba,Ultrabook,17.3,System Windows 10 Home,2.0,602.9,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,42,72,53,7
Dell,Ultrabook,17.3,System Windows 10 Home,1.9,604.2,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,35,72,53,7
Asus,Ultrabook,17.3,System Windows 10 Home,2.0,604.2,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,35,72,53,7
Lenovo,Ultrabook,17.3,System Windows 10 Home,1.44,606.8,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,35,72,53,7
Dell,Ultrabook,17.3,System Windows 10 Home,2.06,610.6,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,35,72,53,7
Lenovo,Ultrabook,17.3,Windows 10,2.08,613.1,8.0,0,1,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,34,72,31,7
Lenovo,Ultrabook,17.3,Windows 10,1.44,613.8,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,42,72,53,7
HP,Ultrabook,17.3,Windows 10,1.49,613.8,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,35,72,53,7
Toshiba,Ultrabook,17.3,Windows 10,1.5,622.1,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,1TB HDD,0,1000.0,HDD,0.0,0,42,72,53,3
HP,Ultrabook,17.3,Windows 10,1.64,622.1,4.0,0,0,1366x768,Intel,Core i5 7200U,2.5,1TB HDD,0,1000.0,HDD,0.0,0,0,72,53,3
Asus,Ultrabook,17.3,Windows 10,1.7,624.7,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,1TB HDD,0,1000.0,HDD,0.0,0,35,72,72,3
HP,Ultrabook,17.3,Windows 10,2.04,625.9,4.0,0,0,1366x768,Intel,Core i5 7200U,2.5,1TB HDD,0,1000.0,HDD,0.0,0,0,72,53,3
HP,Ultrabook,17.3,Windows 10,1.95,626.6,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,1TB HDD,0,1000.0,HDD,0.0,0,35,72,53,3
Lenovo,Ultrabook,15.6,Windows 10,2.02,633.0,4.0,0,0,1366x768,Intel,Core i5 7200U,2.5,1TB HDD,0,1000.0,HDD,0.0,0,0,72,53,3
Lenovo,Ultrabook,15.6,Windows 10,1.1,638.7,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,1TB HDD,0,1000.0,HDD,0.0,0,42,72,53,3
Lenovo,Ultrabook,15.6,Windows 10,1.7,638.7,8.0,0,1,1920x1080,Intel,Core i5 7200U,2.5,1TB HDD,0,1000.0,HDD,0.0,0,34,72,53,3
Dell,Ultrabook,15.6,Windows 10,2.191,638.7,8.0,0,1,1920x1080,Intel,Core i5 7200U,2.5,1TB HDD,0,1000.0,HDD,0.0,0,40,72,53,3
Acer,Ultrabook,15.6,Windows 10,2.4,645.1,12.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,1TB HDD,0,1000.0,HDD,0.0,0,35,72,86,3
HP,Ultrabook,15.6,Windows 10,1.64,646.1,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,1TB HDD,0,1000.0,HDD,0.0,0,35,72,53,3
Lenovo,Ultrabook,15.6,Windows 10,2.3,647.0,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,1TB HDD,0,1000.0,HDD,0.0,0,42,72,72,3
Lenovo,Ultrabook,15.6,Windows 10,1.3,661.1,8.0,0,1,1920x1080,Intel,Core i5 7200U,2.5,1TB HDD,0,1000.0,HDD,0.0,0,40,72,53,3
HP,Ultrabook,15.6,Windows 10,1.64,670.9,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,1TB HDD,0,1000.0,HDD,0.0,0,35,72,69,3
Lenovo,Ultrabook,15.6,Windows 10,2.38,674.5,8.0,0,0,1366x768,Intel,Core i5 7200U,2.5,1TB HDD,0,1000.0,HDD,0.0,0,0,72,53,3
HP,Ultrabook,15.6,Windows 10,1.95,677.7,8.0,0,0,1366x768,Intel,Core i5 7200U,2.5,1TB HDD,0,1000.0,HDD,0.0,0,0,72,53,3
Toshiba,Ultrabook,15.6,Windows 10,2.0,680.3,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,1TB HDD,0,1000.0,HDD,0.0,0,42,72,53,3
HP,Notebook,15.6,Windows 10,2.63,690.5,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,1TB HDD,0,1000.0,HDD,0.0,0,35,72,69,3
Microsoft,Notebook,15.6,Windows 10,1.252,696.3,8.0,0,1,2256x1504,Intel,Core i5 7200U,2.5,1TB HDD,0,1000.0,HDD,0.0,0,63,72,53,3
Toshiba,Notebook,15.6,Windows 10,1.25,696.9,8.0,0,0,1366x768,Intel,Core i5 7200U,2.5,1TB HDD,0,1000.0,HDD,0.0,0,0,72,53,3
Lenovo,Notebook,15.6,Windows 10,1.5,702.7,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,1TB HDD,0,1000.0,HDD,0.0,0,42,72,72,3
Asus,Notebook,15.6,Windows 10,2.37,702.7,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,1TB HDD,0,1000.0,HDD,0.0,0,35,72,53,3
Dell,Notebook,15.6,Windows 10,1.9,714.2,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,1TB HDD,0,1000.0,HDD,0.0,0,35,72,53,3
Dell,Ultrabook,15.6,Windows 10,1.6,715.4,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,1TB HDD,0,1000.0,HDD,0.0,0,35,72,54,3
Dell,Ultrabook,17.3,Windows 10,1.6,720.4,8.0,0,0,1366x768,Intel,Core i5 7200U,2.5,1TB HDD,0,1000.0,HDD,0.0,0,0,72,53,3
Asus,Ultrabook,17.3,Windows 10,1.2,721.8,8.0,0,0,3200x1800,Intel,Core i5 7200U,2.5,1TB HDD,0,1000.0,HDD,0.0,0,47,72,53,3
Asus,Ultrabook,17.3,Windows 10,1.1,725.7,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,1TB HDD,0,1000.0,HDD,0.0,0,35,72,53,3
HP,Ultrabook,15.6,Windows 10,1.84,731.4,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,1TB HDD,0,1000.0,HDD,0.0,0,35,72,53,3
HP,Ultrabook,15.6,Windows 10,1.11,734.6,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,1TB HDD,0,1000.0,HDD,0.0,0,42,72,53,3
Asus,Ultrabook,15.6,Windows 10,1.4,735.3,8.0,0,0,3200x1800,Intel,Core i5 7200U,2.5,128GB SSD,1,128.0,SSD,1000.0,1,58,72,53,2
HP,Ultrabook,15.6,Windows 10,1.9,737.8,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,1,128.0,SSD,1000.0,1,35,72,1,2
HP,Ultrabook,15.6,Windows 10 Pro,1.34,760.2,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,1,128.0,SSD,1000.0,1,42,72,53,2
HP,Ultrabook,15.6,Windows 10 Pro,2.31,760.2,8.0,0,0,1366x768,Intel,Core i5 7200U,2.5,128GB SSD,1,128.0,SSD,1000.0,1,0,72,53,2
Dell,Ultrabook,15.6,Windows 10 Pro,1.6,766.6,8.0,0,1,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,1,128.0,SSD,1000.0,1,40,72,53,2
HP,Ultrabook,15.6,Windows 10 Pro,1.95,770.4,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,35,72,53,7
Toshiba,Ultrabook,17.3,Windows 10 Pro,2.0,804.3,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,1,128.0,SSD,1000.0,1,42,72,53,2
HP,Ultrabook,17.3,Windows 10 Pro,1.95,808.8,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,1,128.0,SSD,1000.0,1,35,72,53,2
Toshiba,Ultrabook,17.3,Windows 10 S,1.05,821.6,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,1,128.0,SSD,1000.0,1,35,72,53,2
Microsoft,Ultrabook,17.3,Windows 10 S,1.252,856.7,8.0,0,1,2256x1504,Intel,Core i5 7200U,2.5,512GB SSD,0,512.0,SSD,0.0,0,63,72,53,11
Lenovo,Ultrabook,17.3,Windows 10 S,1.65,859.9,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,512GB SSD,0,512.0,SSD,0.0,0,35,72,53,11
Huawei,Ultrabook,17.3,Windows 10 S,1.05,862.5,8.0,0,0,2160x1440,Intel,Core i5 7200U,2.5,512GB SSD,0,512.0,SSD,0.0,0,43,72,53,11
Asus,Ultrabook,17.3,Windows 10 S,1.1,868.3,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,512GB SSD,0,512.0,SSD,0.0,0,60,72,53,11
Lenovo,Ultrabook,17.3,Windows 10 S,1.7,872.1,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,512GB SSD,0,512.0,SSD,0.0,0,35,72,53,11
Lenovo,Ultrabook,17.3,Windows 10 S,1.95,888.7,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,512GB SSD,0,512.0,SSD,0.0,0,42,72,53,11
Lenovo,Ultrabook,17.3,Windows 10 S,1.37,894.5,8.0,0,1,1920x1080,Intel,Core i5 7200U,2.5,512GB SSD,0,512.0,SSD,0.0,0,40,72,53,11
Lenovo,Ultrabook,17.3,Windows 10 S,1.36,913.6,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,512GB SSD,0,512.0,SSD,0.0,0,42,72,53,11
Dell,Ultrabook,17.3,Windows 10 S,1.36,941.3,8.0,0,1,1920x1080,Intel,Core i5 7200U,2.5,512GB SSD,0,512.0,SSD,0.0,0,34,72,40,11
Toshiba,Ultrabook,17.3,Windows 10 S,1.05,943.1,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,512GB SSD,0,512.0,SSD,0.0,0,35,72,53,11
Samsung,Ultrabook,17.3,System Windows 11 Pro,0.81,958.4,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,1,256.0,SSD,1000.0,1,35,72,53,8
Dell,Ultrabook,17.3,System Windows 11 Pro,1.29,958.4,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,1,256.0,SSD,1000.0,1,35,72,53,8
Lenovo,Ultrabook,17.3,System Windows 11 Pro,1.32,958.4,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,1,256.0,SSD,1000.0,1,42,72,53,8
Toshiba,Gaming,17.3,Windows 10 S,1.25,981.4,8.0,0,1,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,1,256.0,SSD,1000.0,1,40,72,53,8
HP,Gaming,17.3,Windows 10 S,1.26,984.0,4.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,1,256.0,SSD,1000.0,1,35,72,53,8
HP,Gaming,17.3,Windows 10 S,1.26,996.8,4.0,0,0,1366x768,Intel,Core i5 7200U,2.5,256GB SSD,1,256.0,SSD,1000.0,1,0,72,53,8
HP,Gaming,17.3,Windows 10 S,1.48,1016.6,4.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,1,256.0,SSD,1000.0,1,35,72,53,8
Dell,Gaming,17.3,Windows 10 S,1.29,1038.3,8.0,0,1,3200x1800,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,57,72,53,7
Dell,Ultrabook,17.3,Windows 10 S,1.36,1047.9,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,35,72,53,7
Dell,Ultrabook,17.3,Windows 10 S,1.34,1067.7,8.0,0,1,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,1,128.0,SSD,1000.0,1,34,72,53,2
Toshiba,Ultrabook,17.3,Windows 10 S,1.05,1069.0,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,1,128.0,SSD,1000.0,1,42,72,53,2
HP,Ultrabook,17.3,Windows 10 S,1.28,1086.9,4.0,0,1,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,34,72,53,7
HP,Ultrabook,17.3,Windows 10 S,1.28,1150.2,4.0,0,1,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,1,256.0,SSD,1000.0,1,34,72,53,8
Lenovo,Ultrabook,17.3,Windows 10 S,1.32,1150.2,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,1,256.0,SSD,1000.0,1,42,72,53,8
Lenovo,Ultrabook,17.3,System Windows 11,1.37,1166.8,8.0,0,1,1920x1080,Intel,Core i5 7200U,2.5,512GB SSD,0,512.0,SSD,0.0,0,40,72,53,11
Lenovo,Ultrabook,17.3,System Windows 11,1.13,1198.8,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,512GB SSD,0,512.0,SSD,0.0,0,42,72,53,11
Lenovo,Ultrabook,17.3,System Windows 11,1.95,1255.1,16.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,512GB SSD,0,512.0,SSD,0.0,0,42,72,53,11
HP,Gaming,17.3,System Windows 11 Pro,1.28,1455.8,16.0,0,1,1920x1080,Intel,Core i5 7200U,2.5,1TB SSD,0,1000.0,SSD,0.0,0,34,72,53,4
Lenovo,Gaming,18.4,System Windows 11 Pro,1.42,1489.7,8.0,0,1,2560x1440,Intel,Core i5 7200U,2.5,1TB SSD,0,1000.0,SSD,0.0,0,56,72,53,4
HP,Ultrabook,17.3,Windows 10,2.04,625.9,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.7,1TB HDD,0,1000.0,HDD,0.0,0,42,73,69,3
Dell,Notebook,15.6,Windows 10,2.3,699.5,8.0,0,1,1920x1080,Intel,Core i5 7200U,2.7,1TB HDD,0,1000.0,HDD,0.0,0,40,74,53,3
Acer,Notebook,15.6,Windows 10,2.4,453.3,8.0,0,0,1920x1080,Intel,Core i5 7300HQ,2.5,500GB HDD,0,500.0,HDD,0.0,0,35,75,75,10
Acer,Notebook,15.6,Windows 10,2.4,510.2,8.0,0,0,1920x1080,Intel,Core i5 7300HQ,2.5,128GB SSD,0,128.0,SSD,0.0,0,35,75,75,1
Lenovo,Notebook,15.6,Windows 10,2.4,523.6,8.0,0,0,1920x1080,Intel,Core i5 7300HQ,2.5,128GB SSD,0,128.0,SSD,0.0,0,42,75,75,1
Dell,Notebook,15.6,Windows 10,2.56,523.6,8.0,0,0,1920x1080,Intel,Core i5 7300HQ,2.5,128GB SSD,0,128.0,SSD,0.0,0,35,75,75,1
Lenovo,Notebook,15.6,Windows 10,2.5,530.0,8.0,0,0,1920x1080,Intel,Core i5 7300HQ,2.5,128GB SSD,0,128.0,SSD,0.0,0,42,75,75,1
Asus,Notebook,15.6,Windows 10,2.5,536.4,8.0,0,0,1920x1080,Intel,Core i5 7300HQ,2.5,128GB SSD,0,128.0,SSD,0.0,0,35,75,75,1
Acer,Notebook,15.6,Windows 10,2.5,540.9,8.0,0,0,1920x1080,Intel,Core i5 7300HQ,2.5,128GB SSD,0,128.0,SSD,0.0,0,42,75,75,1
Dell,Notebook,15.6,Windows 10,2.56,562.0,8.0,0,0,1920x1080,Intel,Core i5 7300HQ,2.5,128GB SSD,0,128.0,SSD,0.0,0,35,75,75,1
Asus,Notebook,17.3,System Windows 10 Home,1.99,579.7,8.0,0,0,1920x1080,Intel,Core i5 7300HQ,2.5,256GB SSD,0,256.0,SSD,0.0,0,35,75,75,7
Asus,Notebook,17.3,System Windows 10 Home,3.0,599.7,8.0,0,0,1920x1080,Intel,Core i5 7300HQ,2.5,256GB SSD,0,256.0,SSD,0.0,0,35,75,75,7
Dell,Ultrabook,17.3,System Windows 10 Home,2.65,606.8,8.0,0,0,1920x1080,Intel,Core i5 7300HQ,2.5,256GB SSD,0,256.0,SSD,0.0,0,35,75,75,7
Dell,Ultrabook,17.3,Windows 10,2.62,629.8,8.0,0,0,1920x1080,Intel,Core i5 7300HQ,2.5,1TB HDD,0,1000.0,HDD,0.0,0,35,75,75,3
MSI,Ultrabook,15.6,Windows 10,2.2,638.0,8.0,0,0,1920x1080,Intel,Core i5 7300HQ,2.5,1TB HDD,0,1000.0,HDD,0.0,0,35,75,75,3
Lenovo,Ultrabook,15.6,Windows 10,2.5,638.7,8.0,0,0,1920x1080,Intel,Core i5 7300HQ,2.5,1TB HDD,0,1000.0,HDD,0.0,0,42,75,75,3
Dell,Ultrabook,15.6,Windows 10,2.65,638.7,8.0,0,0,1920x1080,Intel,Core i5 7300HQ,2.5,1TB HDD,0,1000.0,HDD,0.0,0,35,75,75,3
MSI,Ultrabook,15.6,Windows 10,2.2,657.1,8.0,0,0,1920x1080,Intel,Core i5 7300HQ,2.5,1TB HDD,0,1000.0,HDD,0.0,0,35,75,75,3
MSI,Notebook,15.6,Windows 10,2.2,696.3,8.0,0,0,1920x1080,Intel,Core i5 7300HQ,2.5,1TB HDD,0,1000.0,HDD,0.0,0,35,75,75,3
MSI,Notebook,15.6,Windows 10,2.7,700.1,8.0,0,0,1920x1080,Intel,Core i5 7300HQ,2.5,1TB HDD,0,1000.0,HDD,0.0,0,35,75,75,3
HP,Notebook,15.6,Windows 10,2.2,702.7,8.0,0,0,1920x1080,Intel,Core i5 7300HQ,2.5,1TB HDD,0,1000.0,HDD,0.0,0,42,75,75,3
MSI,Ultrabook,15.6,Windows 10,2.2,716.0,8.0,0,0,1920x1080,Intel,Core i5 7300HQ,2.5,1TB HDD,0,1000.0,HDD,0.0,0,35,75,75,3
Dell,Ultrabook,15.6,Windows 10 Pro,2.65,764.0,8.0,0,0,1920x1080,Intel,Core i5 7300HQ,2.5,128GB SSD,1,128.0,SSD,1000.0,1,35,75,79,2
MSI,Ultrabook,15.6,Windows 10 Pro,2.4,766.6,8.0,0,0,1920x1080,Intel,Core i5 7300HQ,2.5,128GB SSD,1,128.0,SSD,1000.0,1,35,75,75,2
Acer,Ultrabook,17.3,Windows 10 S,2.5,830.5,8.0,0,0,1920x1080,Intel,Core i5 7300HQ,2.5,128GB SSD,1,128.0,SSD,1000.0,1,35,75,76,2
Asus,Ultrabook,17.3,Windows 10 S,2.2,875.9,12.0,0,0,1920x1080,Intel,Core i5 7300HQ,2.5,512GB SSD,0,512.0,SSD,0.0,0,35,75,75,11
Lenovo,Ultrabook,17.3,Windows 10 S,1.7,942.4,8.0,0,0,1920x1080,Intel,Core i5 7300HQ,2.5,512GB SSD,0,512.0,SSD,0.0,0,42,75,55,11
Asus,Ultrabook,17.3,Windows 10 S,2.3,1054.3,8.0,0,0,1920x1080,Intel,Core i5 7300HQ,2.5,128GB SSD,1,128.0,SSD,1000.0,1,42,75,79,2
Dell,Ultrabook,17.3,Windows 10 S,2.06,1118.2,8.0,0,1,3840x2160,Intel,Core i5 7300HQ,2.5,256GB SSD,0,256.0,SSD,0.0,0,32,75,75,7
Asus,Ultrabook,17.3,Windows 10 S,2.73,1131.7,8.0,0,0,1920x1080,Intel,Core i5 7300HQ,2.5,256GB SSD,1,256.0,SSD,1000.0,1,42,75,79,8
Dell,Gaming,17.3,System Windows 11,3.21,1311.3,8.0,0,0,1920x1080,Intel,Core i5 7300HQ,2.5,512GB SSD,1,512.0,SSD,1000.0,1,35,75,79,12
Dell,Notebook,15.6,Windows 10,1.93,555.6,4.0,0,0,1366x768,Intel,Core i5 7300U,2.6,128GB SSD,0,128.0,SSD,0.0,0,0,76,53,1
Dell,Notebook,17.3,System Windows 10 Home,1.9,597.8,8.0,0,0,1920x1080,Intel,Core i5 7300U,2.6,256GB SSD,0,256.0,SSD,0.0,0,35,76,53,7
Dell,Ultrabook,17.3,Windows 10,1.93,613.1,4.0,0,0,1366x768,Intel,Core i5 7300U,2.6,256GB SSD,0,256.0,SSD,0.0,0,0,76,53,7
Dell,Ultrabook,15.6,Windows 10,1.9,644.8,8.0,0,0,1366x768,Intel,Core i5 7300U,2.6,1TB HDD,0,1000.0,HDD,0.0,0,0,76,53,3
HP,Ultrabook,15.6,Windows 10,2.31,718.6,8.0,0,0,1366x768,Intel,Core i5 7300U,2.6,1TB HDD,0,1000.0,HDD,0.0,0,0,76,53,3
Dell,Ultrabook,15.6,Windows 10 Pro,1.9,753.8,8.0,0,0,1920x1080,Intel,Core i5 7300U,2.6,128GB SSD,1,128.0,SSD,1000.0,1,35,76,53,2
HP,Ultrabook,17.3,Windows 10 Pro,1.48,810.7,8.0,0,0,1920x1080,Intel,Core i5 7300U,2.6,128GB SSD,1,128.0,SSD,1000.0,1,35,76,53,2
Dell,Ultrabook,17.3,Windows 10 S,1.64,818.2,8.0,0,0,1920x1080,Intel,Core i5 7300U,2.6,128GB SSD,1,128.0,SSD,1000.0,1,35,76,53,2
HP,Ultrabook,17.3,Windows 10 S,1.84,862.5,8.0,0,0,1920x1080,Intel,Core i5 7300U,2.6,512GB SSD,0,512.0,SSD,0.0,0,35,76,32,11
HP,Ultrabook,17.3,Windows 10 S,1.26,888.1,8.0,0,0,1366x768,Intel,Core i5 7300U,2.6,512GB SSD,0,512.0,SSD,0.0,0,0,76,53,11
Dell,Ultrabook,17.3,Windows 10 S,1.93,912.1,16.0,0,0,1920x1080,Intel,Core i5 7300U,2.6,512GB SSD,0,512.0,SSD,0.0,0,35,76,53,11
Dell,Ultrabook,17.3,Windows 10 S,1.36,912.4,8.0,0,0,1920x1080,Intel,Core i5 7300U,2.6,512GB SSD,0,512.0,SSD,0.0,0,35,76,53,11
Lenovo,Ultrabook,17.3,Windows 10 S,1.32,1054.9,8.0,0,0,1920x1080,Intel,Core i5 7300U,2.6,256GB SSD,0,256.0,SSD,0.0,0,42,76,53,7
Lenovo,Ultrabook,17.3,Windows 10 S,1.36,1125.3,8.0,0,0,1920x1080,Intel,Core i5 7300U,2.6,128GB SSD,1,128.0,SSD,1000.0,1,42,76,53,2
Dell,Notebook,15.6,Windows 10,1.64,696.3,8.0,0,0,1920x1080,Intel,Core i5 7440HQ,2.8,1TB HDD,0,1000.0,HDD,0.0,0,35,77,69,3
Dell,Ultrabook,15.6,Windows 10 Pro,1.64,753.8,8.0,0,0,1920x1080,Intel,Core i5 7440HQ,2.8,128GB SSD,1,128.0,SSD,1000.0,1,35,77,69,2
Dell,Ultrabook,15.6,Windows 10 Pro,1.6,770.4,8.0,0,0,1920x1080,Intel,Core i5 7440HQ,2.8,256GB SSD,0,256.0,SSD,0.0,0,35,77,53,7
Dell,Ultrabook,17.3,Windows 10 S,1.9,880.4,8.0,0,0,1920x1080,Intel,Core i5 7440HQ,2.8,512GB SSD,0,512.0,SSD,0.0,0,35,77,53,11
HP,Ultrabook,17.3,System Windows 11,3.14,1189.8,8.0,0,0,1600x900,Intel,Core i5 7440HQ,2.8,512GB SSD,0,512.0,SSD,0.0,0,29,77,101,11
HP,Notebook,15.6,Windows 10,1.48,691.8,4.0,0,0,1920x1080,Intel,Core i5 7500U,2.7,1TB HDD,0,1000.0,HDD,0.0,0,35,78,53,3
Acer,Ultrabook,15.6,Windows 10,1.12,632.3,8.0,0,0,1920x1080,Intel,Core i5 7Y54,1.2,1TB HDD,0,1000.0,HDD,0.0,0,42,79,52,3
Dell,Ultrabook,17.3,System Windows 11,1.24,1159.2,8.0,0,1,3200x1800,Intel,Core i5 7Y54,1.2,256GB SSD,1,256.0,SSD,1000.0,1,57,79,52,8
Dell,Ultrabook,17.3,System Windows 11,1.24,1214.1,8.0,0,1,1920x1080,Intel,Core i5 7Y54,1.2,512GB SSD,0,512.0,SSD,0.0,0,34,79,52,11
Google,Ultrabook,17.3,Windows 10 Pro,1.1,815.2,8.0,0,1,2400x1600,Intel,Core i5 7Y57,1.2,128GB SSD,1,128.0,SSD,1000.0,1,64,80,52,2
Google,Gaming,17.3,Windows 10 S,1.1,996.8,8.0,0,1,2400x1600,Intel,Core i5 7Y57,1.2,256GB SSD,1,256.0,SSD,1000.0,1,64,80,52,8
HP,Notebook,17.3,Windows 10,2.04,333.4,4.0,0,1,1366x768,Intel,Core i5 8250U,1.6,128GB HDD,0,128.0,HDD,0.0,0,62,81,61,0
Acer,Notebook,15.6,Windows 10,2.2,391.9,4.0,0,0,1920x1080,Intel,Core i5 8250U,1.6,256GB SSD,0,256.0,SSD,0.0,0,42,81,98,7
HP,Notebook,15.6,Windows 10,1.91,395.8,4.0,0,0,1920x1080,Intel,Core i5 8250U,1.6,256GB SSD,0,256.0,SSD,0.0,0,35,81,6,7
Dell,Notebook,17.3,Windows 10,2.2,413.7,4.0,0,0,1920x1080,Intel,Core i5 8250U,1.6,256GB SSD,0,256.0,SSD,0.0,0,35,81,6,7
Dell,Notebook,15.6,Windows 10,1.55,421.3,4.0,0,1,1920x1080,Intel,Core i5 8250U,1.6,500GB HDD,0,500.0,HDD,0.0,0,34,81,61,10
